,StateDesc,CityName,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value,PopulationCount,Short_Question_Text
626827,Pennsylvania,Allentown,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.5,118032.0,Physical Health
626882,Pennsylvania,Allentown,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.7,118032.0,Stroke
626883,Pennsylvania,Allentown,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.6,118032.0,Stroke
626936,Pennsylvania,Bethlehem,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,15.5,74982.0,Health Insurance
626937,Pennsylvania,Bethlehem,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,15.4,74982.0,Health Insurance
626956,Pennsylvania,Bethlehem,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,26.4,74982.0,Arthritis
626957,Pennsylvania,Bethlehem,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,27.2,74982.0,Arthritis
626996,Pennsylvania,Bethlehem,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,30.2,74982.0,High Blood Pressure
626997,Pennsylvania,Bethlehem,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,31.0,74982.0,High Blood Pressure
627016,Pennsylvania,Bethlehem,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,60.6,74982.0,Taking BP Medication
627017,Pennsylvania,Bethlehem,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,77.2,74982.0,Taking BP Medication
627036,Pennsylvania,Bethlehem,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.2,74982.0,Cancer (except skin)
627037,Pennsylvania,Bethlehem,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.8,74982.0,Cancer (except skin)
627056,Pennsylvania,Bethlehem,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.6,74982.0,Current Asthma
627057,Pennsylvania,Bethlehem,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.6,74982.0,Current Asthma
627076,Pennsylvania,Bethlehem,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.9,74982.0,Coronary Heart Disease
627077,Pennsylvania,Bethlehem,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.5,74982.0,Coronary Heart Disease
627096,Pennsylvania,Bethlehem,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,72.0,74982.0,Annual Checkup
627097,Pennsylvania,Bethlehem,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,72.6,74982.0,Annual Checkup
627116,Pennsylvania,Bethlehem,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,73.5,74982.0,Cholesterol Screening
627117,Pennsylvania,Bethlehem,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,71.8,74982.0,Cholesterol Screening
627156,Pennsylvania,Bethlehem,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.4,74982.0,COPD
627157,Pennsylvania,Bethlehem,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.6,74982.0,COPD
627256,Pennsylvania,Bethlehem,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,10.1,74982.0,Diabetes
627257,Pennsylvania,Bethlehem,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,10.2,74982.0,Diabetes
627277,Pennsylvania,Bethlehem,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,30.0,74982.0,High Cholesterol
627278,Pennsylvania,Bethlehem,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,34.6,74982.0,High Cholesterol
627297,Pennsylvania,Bethlehem,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.6,74982.0,Chronic Kidney Disease
627298,Pennsylvania,Bethlehem,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.7,74982.0,Chronic Kidney Disease
627356,Pennsylvania,Bethlehem,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,13.0,74982.0,Mental Health
627357,Pennsylvania,Bethlehem,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.7,74982.0,Mental Health
627416,Pennsylvania,Bethlehem,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.3,74982.0,Physical Health
627417,Pennsylvania,Bethlehem,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.3,74982.0,Physical Health
627456,Pennsylvania,Bethlehem,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.8,74982.0,Stroke
627457,Pennsylvania,Bethlehem,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.1,74982.0,Stroke
627496,Pennsylvania,Erie,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,15.6,101786.0,Health Insurance
627497,Pennsylvania,Erie,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,15.5,101786.0,Health Insurance
627528,Pennsylvania,Erie,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,30.3,101786.0,Arthritis
627529,Pennsylvania,Erie,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,29.8,101786.0,Arthritis
627592,Pennsylvania,Erie,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,32.0,101786.0,High Blood Pressure
627593,Pennsylvania,Erie,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,31.4,101786.0,High Blood Pressure
627624,Pennsylvania,Erie,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,61.8,101786.0,Taking BP Medication
627625,Pennsylvania,Erie,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,76.4,101786.0,Taking BP Medication
627656,Pennsylvania,Erie,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,101786.0,Cancer (except skin)
627657,Pennsylvania,Erie,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.3,101786.0,Cancer (except skin)
627689,Pennsylvania,Erie,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.4,101786.0,Current Asthma
627690,Pennsylvania,Erie,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.5,101786.0,Current Asthma
627721,Pennsylvania,Erie,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,7.1,101786.0,Coronary Heart Disease
627722,Pennsylvania,Erie,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,7.2,101786.0,Coronary Heart Disease
627753,Pennsylvania,Erie,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,71.1,101786.0,Annual Checkup
627754,Pennsylvania,Erie,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,71.1,101786.0,Annual Checkup
627785,Pennsylvania,Erie,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,71.3,101786.0,Cholesterol Screening
627786,Pennsylvania,Erie,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,69.4,101786.0,Cholesterol Screening
627849,Pennsylvania,Erie,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,8.5,101786.0,COPD
627850,Pennsylvania,Erie,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,8.4,101786.0,COPD
628009,Pennsylvania,Erie,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,11.3,101786.0,Diabetes
628010,Pennsylvania,Erie,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,11.0,101786.0,Diabetes
628041,Pennsylvania,Erie,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.2,101786.0,High Cholesterol
628042,Pennsylvania,Erie,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,35.1,101786.0,High Cholesterol
628073,Pennsylvania,Erie,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.0,101786.0,Chronic Kidney Disease
628074,Pennsylvania,Erie,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.9,101786.0,Chronic Kidney Disease
628169,Pennsylvania,Erie,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,15.0,101786.0,Mental Health
628170,Pennsylvania,Erie,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.9,101786.0,Mental Health
628264,Pennsylvania,Erie,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.6,101786.0,Physical Health
628265,Pennsylvania,Erie,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.3,101786.0,Physical Health
628329,Pennsylvania,Erie,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.8,101786.0,Stroke
628330,Pennsylvania,Erie,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.8,101786.0,Stroke
628392,Pennsylvania,Philadelphia,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,17.6,1526006.0,Health Insurance
628393,Pennsylvania,Philadelphia,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,17.6,1526006.0,Health Insurance
628410,Pennsylvania,Philadelphia,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,32.9,1526006.0,High Blood Pressure
628776,Pennsylvania,Philadelphia,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,27.1,1526006.0,Arthritis
628777,Pennsylvania,Philadelphia,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,26.0,1526006.0,Arthritis
629542,Pennsylvania,Philadelphia,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,34.2,1526006.0,High Blood Pressure
629926,Pennsylvania,Philadelphia,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,63.0,1526006.0,Taking BP Medication
629927,Pennsylvania,Philadelphia,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,76.4,1526006.0,Taking BP Medication
630309,Pennsylvania,Philadelphia,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,5.8,1526006.0,Cancer (except skin)
630310,Pennsylvania,Philadelphia,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.6,1526006.0,Cancer (except skin)
630692,Pennsylvania,Philadelphia,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.9,1526006.0,Current Asthma
630693,Pennsylvania,Philadelphia,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.9,1526006.0,Current Asthma
631074,Pennsylvania,Philadelphia,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.5,1526006.0,Coronary Heart Disease
631075,Pennsylvania,Philadelphia,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.3,1526006.0,Coronary Heart Disease
631459,Pennsylvania,Philadelphia,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,75.4,1526006.0,Annual Checkup
631460,Pennsylvania,Philadelphia,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,74.9,1526006.0,Annual Checkup
631843,Pennsylvania,Philadelphia,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,73.3,1526006.0,Cholesterol Screening
631844,Pennsylvania,Philadelphia,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,71.2,1526006.0,Cholesterol Screening
632619,Pennsylvania,Philadelphia,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,7.4,1526006.0,COPD
632620,Pennsylvania,Philadelphia,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,7.2,1526006.0,COPD
634531,Pennsylvania,Philadelphia,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,12.8,1526006.0,Diabetes
634532,Pennsylvania,Philadelphia,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,12.2,1526006.0,Diabetes
634914,Pennsylvania,Philadelphia,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.4,1526006.0,High Cholesterol
634915,Pennsylvania,Philadelphia,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,34.6,1526006.0,High Cholesterol
635298,Pennsylvania,Philadelphia,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.2,1526006.0,Chronic Kidney Disease
635299,Pennsylvania,Philadelphia,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,3.0,1526006.0,Chronic Kidney Disease
636460,Pennsylvania,Philadelphia,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.6,1526006.0,Mental Health
636461,Pennsylvania,Philadelphia,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.6,1526006.0,Mental Health
637607,Pennsylvania,Philadelphia,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.0,1526006.0,Physical Health
637608,Pennsylvania,Philadelphia,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.7,1526006.0,Physical Health
638374,Pennsylvania,Philadelphia,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,4.1,1526006.0,Stroke
638375,Pennsylvania,Philadelphia,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,4.0,1526006.0,Stroke
639143,Pennsylvania,Pittsburgh,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,11.9,305704.0,Health Insurance
639144,Pennsylvania,Pittsburgh,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,12.0,305704.0,Health Insurance
639280,Pennsylvania,Pittsburgh,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,28.6,305704.0,Arthritis
639281,Pennsylvania,Pittsburgh,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,26.7,305704.0,Arthritis
639554,Pennsylvania,Pittsburgh,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,32.8,305704.0,High Blood Pressure
639555,Pennsylvania,Pittsburgh,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,30.7,305704.0,High Blood Pressure
639691,Pennsylvania,Pittsburgh,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,64.2,305704.0,Taking BP Medication
639692,Pennsylvania,Pittsburgh,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,77.7,305704.0,Taking BP Medication
639832,Pennsylvania,Pittsburgh,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.2,305704.0,Cancer (except skin)
639833,Pennsylvania,Pittsburgh,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.0,305704.0,Cancer (except skin)
639969,Pennsylvania,Pittsburgh,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.0,305704.0,Current Asthma
639970,Pennsylvania,Pittsburgh,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.1,305704.0,Current Asthma
640111,Pennsylvania,Pittsburgh,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.2,305704.0,Coronary Heart Disease
640112,Pennsylvania,Pittsburgh,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,6.0,305704.0,Coronary Heart Disease
640248,Pennsylvania,Pittsburgh,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,73.7,305704.0,Annual Checkup
640249,Pennsylvania,Pittsburgh,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,73.1,305704.0,Annual Checkup
640385,Pennsylvania,Pittsburgh,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,75.2,305704.0,Cholesterol Screening
640386,Pennsylvania,Pittsburgh,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,71.1,305704.0,Cholesterol Screening
640659,Pennsylvania,Pittsburgh,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.8,305704.0,COPD
640660,Pennsylvania,Pittsburgh,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.5,305704.0,COPD
641336,Pennsylvania,Pittsburgh,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,10.8,305704.0,Diabetes
641337,Pennsylvania,Pittsburgh,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,10.0,305704.0,Diabetes
641478,Pennsylvania,Pittsburgh,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,32.3,305704.0,High Cholesterol
641479,Pennsylvania,Pittsburgh,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,34.9,305704.0,High Cholesterol
